id_municipio,ano,cadun_qtd_familias_atualizadas_i,cadun_qtd_familias_atualizadas_pobreza_pbf_i,cadun_qtd_familias_atualizadas_baixa_renda_i,cadun_qtd_familias_atualizadas_rfpc_ate_meio_sm_i,cadun_qtd_familias_atualizadas_rfpc_acima_meio_sm_i,cadun_qtd_familias_atualizadas_renda_zero_i,cadun_taxa_atualizacao_cadastral_d,cadun_taxa_atualizacao_cadastral_rfpc_ate_meio_sm_d
2106375,2023,3087,2138,381,2519,568,455,92.28,95.09
2106409,2023,4578,3831,381,4212,366,247,76.37,78.81
2106508,2023,6610,5298,600,5898,712,645,80.26,87.11
2106607,2023,7310,5852,643,6495,815,164,77.24,84.65
2106631,2023,3180,2259,440,2699,481,31,86.29,89.22
2106672,2023,1840,1394,203,1597,243,6,81.92,84.94
2106706,2023,6173,4993,538,5531,642,1648,87.14,91.98
2106755,2023,5825,4171,552,4723,1102,200,89.57,91
2106805,2023,4741,3960,205,4165,576,145,79.04,86.8
2106904,2023,9534,7494,660,8154,1380,90,83.93,92.76
2107001,2023,2646,1865,327,2192,454,113,81.71,90.24
2107100,2023,5184,4144,430,4574,610,88,80.47,86.33
2107209,2023,3397,2610,314,2924,473,42,91.76,97.07
2107258,2023,1180,761,218,979,201,25,75.54,86.71
2107308,2023,1603,1176,104,1280,323,142,90.82,94.74
2107357,2023,3976,2984,425,3409,567,32,74.17,81.82
2107407,2023,5133,3820,474,4294,839,334,79.75,85.91
2107456,2023,3841,2947,383,3330,511,1016,76.78,80.98
2107506,2023,25311,16386,4626,21012,4299,76,76.69,82.18
2107605,2023,6337,5364,288,5652,685,1269,80.09,89.38
2107704,2023,5612,4424,424,4848,764,3017,77.03,85.03
2107803,2023,6982,4909,1053,5962,1020,53,79.46,87.38
2107902,2023,4635,3399,575,3974,661,95,88.69,92.11
2108009,2023,4711,3694,382,4076,635,293,79.82,87.18
2108058,2023,4589,3406,635,4041,548,235,89.75,92.28
2108108,2023,4650,3585,502,4087,563,12,76.42,80.99
2108207,2023,6269,3765,1432,5197,1072,10,73.29,80.21
2108256,2023,9005,7816,447,8263,742,347,83.04,88.79
2108306,2023,8016,6546,701,7247,769,805,74.22,79.33
2108405,2023,5240,4515,196,4711,529,120,89.54,94.59
2108454,2023,5481,4385,336,4721,760,1261,74.38,81.91
2108504,2023,6715,5034,736,5770,945,740,76.99,84.69
2108603,2023,20681,14971,2503,17474,3207,540,78.09,87.52
2108702,2023,7079,5246,620,5866,1213,1203,79.97,89.39
2108801,2023,4289,2982,677,3659,630,25,85.86,92.67
2108900,2023,5396,4499,357,4856,540,712,87.66,93.29
2109007,2023,4586,2026,1405,3431,1155,13,75.87,83.11
2109056,2023,2383,2059,73,2132,251,231,86.62,95.64
2109106,2023,6815,4004,1553,5557,1258,41,75.58,83.79
2109205,2023,2969,2461,236,2697,272,320,78.75,85.7
2109239,2023,1852,1387,217,1604,248,101,79.28,85.59
2109270,2023,3978,2737,822,3559,419,16,72.34,80.26
2109304,2023,2936,2314,277,2591,345,1213,83.81,90.05
2109403,2023,3187,2425,424,2849,338,50,80.41,85.58
2109452,2023,8729,6857,927,7784,945,1004,83.77,89.12
2109502,2023,5126,3200,833,4033,1093,11,78.87,87.75
2109551,2023,1536,949,257,1206,330,3,84.72,88.35
2109601,2023,8830,4920,2337,7257,1573,15,78.76,86.6
2109700,2023,1712,1169,190,1359,353,40,80.94,85.36
2109759,2023,1410,1069,234,1303,107,6,71.24,78.82
2109809,2023,9690,8303,454,8757,933,43,76.08,81.43
2109908,2023,16438,10512,2642,13154,3284,623,73.87,82.45
2110005,2023,12788,9460,1485,10945,1843,23,73.11,82.01
2110039,2023,6485,4918,625,5543,942,4485,84.99,92.01
2110104,2023,7459,6214,546,6760,699,81,87.18,92.5
2110203,2023,9866,8105,723,8828,1038,60,84.14,90.8
2110237,2023,1956,1480,280,1760,196,140,78.14,82.74
2110278,2023,4208,3604,262,3866,342,861,87.46,90.51
2110302,2023,3500,2697,427,3124,376,400,76.05,82.1
2110401,2023,4442,3730,393,4123,319,1113,81.81,87.22
2110500,2023,8330,6575,682,7257,1073,2333,75.88,80.25
2110609,2023,7899,6458,631,7089,810,389,84.24,88.83
2110658,2023,2470,1788,239,2027,443,213,83.5,90.65
2110708,2023,8342,6136,880,7016,1326,600,80.17,85.19
2110807,2023,1316,827,206,1033,283,20,83.55,90.93
2110856,2023,2141,1430,270,1700,441,7,77.32,82.84
2110906,2023,3091,2621,195,2816,275,774,82.49,90.05
2111003,2023,7866,6830,435,7265,601,3652,86.41,92
2111029,2023,3115,2393,386,2779,336,236,78.88,83.05
2111052,2023,2115,1578,248,1826,289,6,75.86,82.17
2111078,2023,3954,2963,478,3441,513,76,71.66,80.45
2111102,2023,6742,4708,711,5419,1323,412,86.54,93.78
2111201,2023,45504,29386,7638,37024,8480,1268,71.7,78.91
2111250,2023,1567,1138,189,1327,240,16,72.74,81.61
2111300,2023,187962,122514,31518,154032,33930,3623,82.54,85.49
2111409,2023,4575,3309,523,3832,743,23,79.62,86.01
2111508,2023,8979,6267,1309,7576,1403,38,76.44,84.33
2111532,2023,3366,1609,537,2146,1220,68,89.59,90.66
2111573,2023,1162,772,228,1000,162,3,75.11,81.9
2111607,2023,5251,3563,649,4212,1039,308,78.95,85.85
2111631,2023,1295,999,148,1147,148,180,74.29,78.72
2111672,2023,1628,1268,174,1442,186,591,81.19,84.13
2111706,2023,7014,5963,366,6329,685,14,78.89,83.54
2111722,2023,2491,1749,281,2030,461,8,82.04,87.84
2111748,2023,3071,2664,145,2809,262,2374,83.54,89.2
2111763,2023,3996,2749,460,3209,787,45,79.5,88.25
2111789,2023,5448,4735,165,4900,548,1640,81.54,89.25
2111805,2023,3715,2881,484,3365,350,21,74.67,79.92
2111904,2023,3336,2563,275,2838,498,2037,86.46,92.41
2111953,2023,1619,1212,166,1378,241,6,87.94,95.03
2112001,2023,1778,996,292,1288,490,6,71.2,75.27
2112100,2023,5659,4349,706,5055,604,98,78.08,85.2
2112209,2023,42151,29080,5901,34981,7170,3350,78.12,86.28
2112233,2023,4435,2590,968,3558,877,13,70.29,78.85
2112274,2023,1642,1217,187,1404,238,555,81.56,85.76
2112308,2023,8384,6499,719,7218,1166,57,78.42,85.02
2112407,2023,11480,10268,465,10733,747,8211,87.66,90.77
2112456,2023,7044,6017,272,6289,755,674,77.99,84.99
2112506,2023,16136,12425,2007,14432,1704,1534,87.05,91.92
2112605,2023,8175,6359,670,7029,1146,198,80.73,86.17
2112704,2023,9338,6961,1273,8234,1104,947,77.45,84.75
2112803,2023,15756,12737,1075,13812,1944,237,80.92,85.54
2112852,2023,2175,1530,368,1898,277,528,87.77,93.77
2112902,2023,6706,4909,984,5893,813,451,77.32,83.73
2113009,2023,5943,4147,982,5129,814,1488,70.15,76.81
2114007,2023,9819,6554,1567,8121,1698,143,70.52,78.52
2200053,2023,1913,1406,226,1632,281,30,81.43,86.39
2200103,2023,1434,935,202,1137,297,34,80.15,89.1
2200202,2023,4898,3804,354,4158,740,79,84.62,91.46
2200251,2023,2207,1651,228,1879,328,280,80.66,89.56
2200277,2023,1403,1060,138,1198,205,347,82.52,92.5
2200301,2023,3985,3179,282,3461,524,55,82.64,87.73
2200400,2023,8557,5456,1700,7156,1401,28,81,86.54
2200459,2023,1730,1148,229,1377,353,884,87.37,93.8
2200509,2023,6110,4679,471,5150,960,407,88.95,96.64
2200608,2023,3016,2341,156,2497,519,70,87.57,93.94
2200707,2023,2397,1608,350,1958,439,129,85.54,93.46
2200806,2023,701,473,110,583,118,360,79.84,89.41
2200905,2023,1577,1122,165,1287,290,980,77.19,87.13
2200954,2023,1150,917,70,987,163,56,89.84,93.64
2201002,2023,1370,879,192,1071,299,5,80.68,91.38
2201051,2023,1905,1276,296,1572,333,2,78.75,84.92
2201101,2023,3472,2471,413,2884,588,2325,81.71,88.14
2201150,2023,2919,2108,416,2524,395,32,81.33,86.94
2201176,2023,1236,878,136,1014,222,355,77.83,89.81
2201200,2023,18305,15294,954,16248,2057,363,87.25,93.05
2201309,2023,1030,771,91,862,168,101,78.38,86.45
2201408,2023,2376,1732,222,1954,422,249,84.07,94.35
2201507,2023,6852,5094,917,6011,841,1776,85.65,92.84
2201556,2023,1163,642,237,879,284,3,81.21,85.5
2201572,2023,988,690,167,857,131,315,76.58,87.18
2201606,2023,2911,2034,337,2371,540,1143,82.18,89.57
2201705,2023,1425,965,171,1136,289,271,78.64,87.45
2201739,2023,2289,1406,287,1693,596,1,90.94,97.13
2201770,2023,2601,2202,150,2352,249,136,90.94,94.95
2201804,2023,1221,854,113,967,254,6,86.53,94.43
2201903,2023,8092,5410,1242,6652,1440,1734,78.57,85.72
2201919,2023,1757,1301,249,1550,207,14,84.06,90.27
2201929,2023,1883,1196,239,1435,448,60,78.13,89.79
2201945,2023,2057,1467,227,1694,363,1258,88.81,94.37
2201960,2023,2170,1579,318,1897,273,488,83.94,89.43
2201988,2023,1353,1027,112,1139,214,779,86.84,92.75
2202000,2023,5097,3863,690,4553,544,504,82.71,91.18
2202026,2023,2244,1646,231,1877,367,5,86.3,94.36
2202059,2023,2926,2136,352,2488,438,1835,87.97,92.97
2202075,2023,782,470,178,648,134,11,80.95,88.76
2202083,2023,1959,1030,519,1549,410,2,89.37,93.48
2202091,2023,1592,1088,201,1289,303,563,84.45,92
2202109,2023,1873,1362,175,1537,336,26,81.5,89.04
2202117,2023,1457,1100,162,1262,195,60,75.41,80.94
2202133,2023,1747,1077,266,1343,404,58,81.44,87.09
2202174,2023,2591,2203,157,2360,231,86,87.83,93.31
2202208,2023,15007,11211,1475,12686,2321,2908,88.39,95.62
2202251,2023,924,663,49,712,212,408,75,77.39
2202307,2023,5723,4338,581,4919,804,13,81.51,91.1
2202406,2023,3659,2425,470,2895,764,1203,90.23,94.48
2202455,2023,2059,1510,112,1622,437,90,83.76,95.86
2202505,2023,2938,2333,255,2588,350,103,79.66,88.56
2202539,2023,1751,1184,233,1417,334,187,84.58,90.94
2202554,2023,2039,1505,184,1689,350,18,82.98,87.69
2202604,2023,5402,3825,659,4484,918,412,84.49,90.8
2202653,2023,1697,1297,215,1512,185,83,87.79,93.39
2202703,2023,6446,5053,789,5842,604,43,84.93,89.08
2202711,2023,1553,1171,154,1325,228,394,85.32,92.01
2202729,2023,1717,1167,297,1464,253,13,83.02,89.21
2202737,2023,1289,773,203,976,313,154,85.64,89.45
2202752,2023,2583,1871,181,2052,531,297,82.02,91.52
2202778,2023,2164,1565,213,1778,386,100,76.65,85.72
2202802,2023,2139,1615,143,1758,381,76,88.42,95.18
2202851,2023,1765,1372,122,1494,271,504,85.76,92.96
2202901,2023,6587,4041,1155,5196,1391,25,77.16,85.84
2203008,2023,1699,1074,275,1349,350,25,74.19,84.89
2203107,2023,3152,2213,325,2538,614,1520,79.71,89.49
2203206,2023,3008,1907,403,2310,698,1764,79.53,87.46
2203230,2023,1691,1092,206,1298,393,200,81.25,89.14
2203255,2023,1238,757,206,963,275,474,82.36,87.14
2203271,2023,1791,1262,243,1505,286,9,86.6,94.06
2203305,2023,5699,4345,518,4863,836,364,86.12,93.5
2203354,2023,1850,1435,197,1632,218,101,82.99,88.02
2203404,2023,1512,757,360,1117,395,3,72.13,80.47
2203420,2023,1333,971,164,1135,198,67,88.86,94.26
2203453,2023,2787,1964,228,2192,595,135,77.13,87.96
2203503,2023,2952,1828,545,2373,579,47,75.09,86.51
2203602,2023,1439,892,187,1079,360,331,88.49,94.64
2203701,2023,9559,7307,1139,8446,1113,97,85.8,91.93
2203750,2023,1810,1561,64,1625,185,88,85.41,92.27
2203800,2023,1579,1109,115,1224,355,10,83.14,90.73
2203859,2023,848,593,49,642,206,6,75.57,80.85
2203909,2023,13707,8117,2592,10709,2998,183,82,90.27
2204006,2023,1641,928,228,1156,485,23,89.33,95.85
2204105,2023,1162,744,158,902,260,212,80.08,88.43
2204154,2023,895,541,146,687,208,218,89.67,95.54
2204204,2023,1655,993,332,1325,330,2,74.14,85.04
2204303,2023,2983,2251,268,2519,464,675,83.3,89.64
2204352,2023,2177,1577,254,1831,346,1250,85.64,92.94
2204402,2023,3620,2687,329,3016,604,1158,90.81,96.23
2204501,2023,2767,2045,259,2304,463,819,82.15,90.24
2204550,2023,1620,1322,137,1459,161,1237,89.7,92.69
2204600,2023,1059,796,112,908,151,148,81.21,85.41
2204659,2023,2591,1871,369,2240,351,27,85.79,91.69
2204709,2023,3845,2567,598,3165,680,34,81.47,87.04
2204808,2023,2556,1519,472,1991,565,14,79.97,90
2204907,2023,2289,1673,198,1871,418,13,78.28,86.3
2205003,2023,3298,2148,457,2605,693,14,80.49,87.24
2205102,2023,2409,1607,335,1942,467,11,73.24,81.94
2205151,2023,1945,1564,165,1729,216,305,87.21,92.95
2205201,2023,5319,3957,662,4619,700,11,83.38,90.88
2205250,2023,1362,995,118,1113,249,651,80.54,86.27
2205276,2023,1871,1374,110,1484,387,179,91.58,95.74
2205300,2023,1591,1042,228,1270,321,107,78.8,85.4
2205359,2023,846,594,140,734,112,95,91.06,91.4
2205409,2023,3165,2370,450,2820,345,649,81.9,87.74
2205458,2023,1553,1204,148,1352,201,6,84.08,90.55
2205508,2023,8307,5344,1673,7017,1290,942,78.08,83.65
2205516,2023,1579,1121,168,1289,290,6,89.05,93.67
2205524,2023,1292,890,192,1082,210,807,68.1,77.95
2205532,2023,2318,1780,169,1949,369,81,88.17,97.2
2205540,2023,951,634,127,761,190,3,79.84,90.38
2205557,2023,4456,3344,377,3721,735,377,92.16,96.54
2205565,2023,1285,721,261,982,303,536,80.81,86.36
2205573,2023,2185,1186,320,1506,679,358,94.58,96.47
2205581,2023,1498,1042,141,1183,315,255,83.92,91.14
2205599,2023,1885,1397,217,1614,271,198,83.7,93.83
2205607,2023,2026,1522,142,1664,362,699,85.37,92.54
2205706,2023,8524,5912,1443,7355,1169,16,85.63,89.42
2205805,2023,6972,5514,669,6183,789,172,86.09,93.27
2205854,2023,2129,1352,335,1687,442,9,84.25,92.33
2205904,2023,1759,1231,198,1429,330,204,85.26,92.55
2205953,2023,2786,2010,369,2379,407,978,82.15,87.81
2206001,2023,1727,1352,85,1437,290,116,78.03,85.84
2206050,2023,1375,885,262,1147,228,659,80.88,88.09
2206100,2023,3198,2672,213,2885,313,870,88.17,93.45
2206209,2023,9672,7900,775,8675,997,37,87.23,93.66
2206308,2023,381,194,82,276,105,68,93.84,97.87
2206357,2023,1863,1363,243,1606,257,184,85.1,93.26
2206407,2023,2321,1564,342,1906,415,203,79.43,85.27
2206506,2023,2587,1910,252,2162,425,73,84.87,90.76
2206605,2023,2698,1851,361,2212,486,253,84.31,94.24
2206654,2023,1447,1115,149,1264,183,860,82.59,92.46
2206670,2023,1628,1201,235,1436,192,358,85.28,91.87
2206696,2023,1687,1367,173,1540,147,12,84.22,89.32
2206704,2023,2345,1632,210,1842,503,284,81.84,89.2
2206720,2023,3231,2343,378,2721,510,288,78.93,88.4
2206753,2023,1377,973,203,1176,201,323,86.71,92.09
2206803,2023,3530,3070,169,3239,291,8,92.82,97.06
2206902,2023,1553,1061,222,1283,270,10,81.9,91.25
2206951,2023,906,672,100,772,134,374,82.13,85.77
2207009,2023,13497,9372,1442,10814,2683,43,85.99,92.87
2207108,2023,969,526,114,640,329,7,91.5,93.43
2207207,2023,2271,1757,220,1977,294,1540,83.61,90.6
2207306,2023,1417,1045,146,1191,226,731,80.97,89.41
2207355,2023,934,604,118,722,212,63,76.55,87.62
2207405,2023,1223,784,157,941,282,267,75.07,81.75
2207504,2023,4420,3557,236,3793,627,273,82.11,89.03
2207553,2023,1488,1018,171,1189,299,120,81.04,90.48
2207603,2023,3351,2714,205,2919,432,2433,81.19,87.86
2207702,2023,29090,16299,7804,24103,4987,89,80.17,86.57
2207751,2023,1559,1218,137,1355,204,116,87.43,93.83
2207777,2023,1413,898,271,1169,244,2,77.5,89.92
2207793,2023,1259,935,130,1065,194,11,84.43,91.57
2207801,2023,6142,4653,794,5447,695,224,82.97,89.17
2207850,2023,1485,1266,48,1314,171,170,83.75,92.4
2207900,2023,10842,8387,1292,9679,1163,5388,83.66,90.95
2207934,2023,938,675,91,766,172,114,77.58,86.06
2207959,2023,1300,1006,120,1126,174,43,78.78,85.56
2208007,2023,21621,15207,2700,17907,3714,164,80.75,88.05
2208106,2023,3103,2125,432,2557,546,629,80.28,88.32
2208205,2023,6186,4786,620,5406,780,21,82.8,89.51
2208304,2023,7937,5753,1072,6825,1112,2590,83.65,89.64
2208403,2023,14505,9697,2371,12068,2437,78,83.67,90.62
2208502,2023,3207,2550,270,2820,387,10,88.54,94.09
2208551,2023,902,718,42,760,142,11,85.01,89.2
2208601,2023,1326,1027,78,1105,221,687,87.98,92.85
2208650,2023,2124,1237,387,1624,500,6,78.03,87.64
2208700,2023,3289,2301,364,2665,624,1975,82.22,90.61
2208809,2023,7600,5932,504,6436,1164,1926,90.95,96.79
2208858,2023,1591,1145,194,1339,252,120,85.9,94.03
2208874,2023,1609,1261,77,1338,271,19,80.24,89.61
2208908,2023,1297,871,204,1075,222,297,76.74,84.71
2209005,2023,2357,1728,203,1931,426,559,88.7,95.35
2209104,2023,1878,1318,225,1543,335,3,86.38,93.17
2209153,2023,867,532,120,652,215,3,79.39,91.96
2209203,2023,1734,1136,272,1408,326,102,85.5,91.48
2209302,2023,1973,1483,177,1660,313,967,80.72,89.68
2209351,2023,1205,604,267,871,334,4,94.73,97.53
2209377,2023,1367,971,171,1142,225,40,76.97,88.32
2209401,2023,2061,1347,253,1600,461,401,88.56,92.59
2209450,2023,493,272,124,396,97,178,82.02,94.73
2209500,2023,1407,819,139,958,449,428,85.11,94.94
2209559,2023,1795,1223,208,1431,364,588,86.84,94.51
2209609,2023,648,377,131,508,140,86,72.64,89.27
2209658,2023,1959,1488,176,1664,295,828,85.62,91.93
2209708,2023,2255,1498,181,1679,576,1439,86.26,93.43
2209757,2023,802,555,92,647,155,12,85.86,95.14
2209807,2023,1428,1115,147,1262,166,12,86.49,92.72
2209856,2023,1539,1090,198,1288,251,154,84.37,92.19
2209872,2023,1534,1204,161,1365,169,64,82.11,91.06
2209906,2023,1390,1011,161,1172,218,123,68.88,75.36
2209955,2023,1347,948,142,1090,257,10,77.86,83.58
2209971,2023,2589,1987,281,2268,321,176,88.75,93.75
2210003,2023,4993,3483,685,4168,825,150,82.73,90.06
2210052,2023,1733,1301,195,1496,237,120,85.74,90.55
2210102,2023,1006,666,97,763,243,54,75.13,84.4
2210201,2023,1473,1002,264,1266,207,24,79.7,86.47
2210300,2023,1586,1212,122,1334,252,113,76.32,84.11
2210359,2023,1516,1027,167,1194,322,111,80.63,87.98
2210375,2023,703,445,117,562,141,208,82.22,91.83
2210383,2023,479,304,98,402,77,8,76.39,90.54
2210391,2023,770,523,110,633,137,144,77.54,85.19
2210409,2023,4652,3025,654,3679,973,154,82.99,89.68
2210508,2023,4998,4120,302,4422,576,45,88.07,95.38
2210607,2023,10127,6592,1410,8002,2125,197,82.48,89.11
2210623,2023,1446,975,229,1204,242,20,86.27,92.54
2210631,2023,1505,931,180,1111,394,14,98.36,99.37
2210656,2023,3278,2439,269,2708,570,130,90.97,95.79
2210706,2023,3298,1954,695,2649,649,101,81.17,89.25
2210805,2023,3744,2573,465,3038,706,721,83.62,90.33
2210904,2023,1379,1068,102,1170,209,183,80.17,90
2210938,2023,1764,1219,285,1504,260,2,83.48,88.67
2210953,2023,756,479,107,586,170,22,69.87,71.72
2210979,2023,780,455,110,565,215,144,77.92,84.07
2211001,2023,161149,104834,26335,131169,29980,52710,83.27,89.88
2211100,2023,12580,9606,1310,10916,1664,7135,86.6,91.11
2211209,2023,4898,3567,627,4194,704,1767,78.54,85.17
2211308,2023,5956,3596,989,4585,1371,56,83.45,91.97
2211357,2023,2074,1506,193,1699,375,74,85.66,88.03
2211407,2023,1620,1159,139,1298,322,247,83.59,89.45
2211506,2023,1189,671,148,819,370,6,87.42,93.17
2211605,2023,735,518,100,618,117,2,79.89,87.16
2211704,2023,1206,986,94,1080,126,15,86.7,90.83
2300101,2023,2766,1807,334,2141,625,79,77.06,85.06
2300150,2023,3982,2543,795,3338,644,492,87,90.6
2300200,2023,16107,12352,2127,14479,1628,2039,84.75,88.22
2300309,2023,12398,8609,1842,10451,1947,997,79.17,88.73
2300408,2023,4593,3197,734,3931,662,2909,80.14,89.17
2300507,2023,2421,1134,617,1751,670,18,79.45,87.63
2300606,2023,2549,1636,303,1939,610,1484,83.43,91.93
2300705,2023,4354,2703,608,3311,1043,53,78.09,87.54
2300754,2023,9940,7463,1444,8907,1033,257,79.66,84.69
2300804,2023,2907,2210,181,2391,516,1195,78.71,90.12
2300903,2023,4417,3335,386,3721,696,604,78.2,89.14
2301000,2023,24521,15912,4212,20124,4397,1329,86.4,90.92
2301109,2023,14244,7865,3670,11535,2709,63,78.87,85
2301208,2023,8643,5332,1528,6860,1783,181,87.32,91.62
2301257,2023,3452,2259,532,2791,661,24,93.65,96.57
2301307,2023,5607,3614,928,4542,1065,102,79.56,89.39
2301406,2023,3712,2315,616,2931,781,482,85.49,91.56
2301505,2023,1514,906,334,1240,274,25,78.04,85.87
2301604,2023,7128,5347,740,6087,1041,677,79.92,88.4
2301703,2023,6107,3782,1038,4820,1287,604,79.75,88.14
2301802,2023,1619,1087,174,1261,358,977,80.5,86.72
2301851,2023,4724,2849,829,3678,1046,475,80.89,86.11
2301901,2023,14969,7476,3602,11078,3891,93,79.57,86.37
2301950,2023,6070,4391,899,5290,780,38,84.18,89.79
2302008,2023,5165,3347,801,4148,1017,382,83.53,89.55
2302057,2023,4773,3550,607,4157,616,407,83.05,88.27
2302107,2023,10614,8137,1165,9302,1312,107,79.39,88.3
2302206,2023,15428,11445,2053,13498,1930,3167,80.33,87.23
2302305,2023,6985,5328,1015,6343,642,1054,79.14,86.41
2302404,2023,14080,9436,2116,11552,2528,2279,82.7,89.31
2302503,2023,9629,6415,2124,8539,1090,23,81.54,86.37
2302602,2023,15806,10286,2919,13205,2601,753,83.43,89.52
2302701,2023,6434,3744,1283,5027,1407,8,73.82,85.1
2302800,2023,20387,14470,2589,17059,3328,186,81.57,90.06
2302909,2023,5460,4002,682,4684,776,27,90.93,95.68
2303006,2023,5257,4076,481,4557,700,804,83.48,90.04
2303105,2023,5069,3105,832,3937,1132,200,84.48,91.79
2303204,2023,7804,5131,1269,6400,1404,4529,82.08,88.79
2303303,2023,4888,3027,694,3721,1167,1441,81.82,91.47
2303402,2023,3799,2510,749,3259,540,544,81.31,90.25
2303501,2023,19141,12861,3448,16309,2832,1438,80.81,87.41
2303600,2023,2993,1876,473,2349,644,744,79.45,87.68
2303659,2023,3042,2468,231,2699,343,1714,80.15,90.75
2303709,2023,93282,68574,11880,80454,12828,32198,86.05,91.8
2303808,2023,5761,3699,899,4598,1163,982,76.82,86.28
2303907,2023,3423,2432,525,2957,466,2161,82.66,90.09
2303931,2023,3600,2423,467,2890,710,71,83.72,92.8
2303956,2023,5181,3401,887,4288,893,182,74.42,83.53
2304004,2023,6146,4430,777,5207,939,80,84.77,91.55
2304103,2023,14473,9168,2584,11752,2721,213,85.4,92.54
2304202,2023,31921,18624,6253,24877,7044,5354,79.66,86.67
2304236,2023,4512,3157,814,3971,541,1733,81.67,89.92
2304251,2023,6425,4787,1097,5884,541,1175,81.62,87.86
2304269,2023,2687,1584,370,1954,733,1202,80.25,91.09
2304277,2023,1828,937,316,1253,575,8,82.64,94.85
2304285,2023,10096,6119,2372,8491,1605,632,78.3,85.62
2304301,2023,4785,2958,739,3697,1088,157,79.28,87.81
2304350,2023,6439,3484,1278,4762,1677,228,79.93,87.21
2304400,2023,505838,344490,78379,422869,82969,151078,78.92,86.4
2304459,2023,3675,2459,686,3145,530,13,72.9,84.83
2304509,2023,3750,2582,587,3169,581,15,79.34,87.13
2304608,2023,2264,1705,264,1969,295,955,82.14,89.37
2304657,2023,3972,2688,575,3263,709,7,78.66,87.26
2304707,2023,13059,9235,2237,11472,1587,24,88.93,93.58
2304806,2023,1627,982,264,1246,381,733,83.77,90.81
2304905,2023,2831,1612,567,2179,652,528,81.89,87.19
2304954,2023,6520,4122,1208,5330,1190,67,84.47,90.84
2305001,2023,9425,6789,1413,8202,1223,49,80.19,87.98
2305100,2023,1898,1097,349,1446,452,368,86.19,91.98
2305209,2023,4680,3480,615,4095,585,155,78.03,86.48
2305233,2023,17875,6240,6088,12328,5547,24,81.46,89.55
2305266,2023,3937,2660,577,3237,700,148,80.85,89.05
2305308,2023,5205,3414,945,4359,846,114,76.56,83.76
2305332,2023,5193,3542,462,4004,1189,346,85,94.1
2305357,2023,4134,2627,919,3546,588,284,69.94,79.95
2305407,2023,14143,10682,1712,12394,1749,198,74.92,85.81
2305506,2023,23221,14846,3881,18727,4494,290,79.86,89.41
2305605,2023,7950,5377,834,6211,1739,485,86.03,95.24
2305654,2023,3044,2135,436,2571,473,534,82.67,89.7
2305704,2023,3284,2316,378,2694,590,162,80.35,89.08
2305803,2023,12617,9826,1058,10884,1733,1791,81.43,90.06
2305902,2023,9815,6598,1504,8102,1713,263,81.44,89.6
2306009,2023,3719,2291,673,2964,755,18,79.19,88.21
2306108,2023,7063,5079,964,6043,1020,1578,82.84,88.39
2306207,2023,2265,1462,341,1803,462,700,80.29,89.61
2306256,2023,11252,6740,2498,9238,2014,1864,82.28,89.55
2306306,2023,11951,7914,2391,10305,1646,160,82.06,89.63
2306405,2023,24592,18295,3727,22022,2570,98,74.14,81.29
2306504,2023,5755,4026,711,4737,1018,79,89.58,96.04
2306553,2023,10179,8432,1115,9547,632,1076,82.15,86.26
2306603,2023,5973,4046,865,4911,1062,3641,81.19,89.73
2306702,2023,6052,3738,651,4389,1663,65,84.04,93.68
2306801,2023,2847,1676,483,2159,688,47,81.06,87.55
2306900,2023,6271,3748,1340,5088,1183,25,72.33,81.47
2307007,2023,10677,6970,1415,8385,2292,913,81.41,90.41
2307106,2023,6572,4278,1329,5607,965,35,79.17,88.56
2307205,2023,1846,1039,416,1455,391,3,78.51,88.34
2307254,2023,4908,3388,980,4368,540,7,79.68,84.73
2307304,2023,58266,30795,14312,45107,13159,656,74.72,83.41
2307403,2023,5734,3919,908,4827,907,3658,77.83,86.98
2307502,2023,8487,5631,975,6606,1881,287,81.61,91.35
2307601,2023,11787,7927,2008,9935,1852,2184,78.99,87.47
2307635,2023,4752,3209,636,3845,907,257,81.97,90
2307650,2023,50597,32267,9617,41884,8713,14460,83.57,90.89
2307700,2023,29728,20234,4165,24399,5329,8088,81.82,88.46
2307809,2023,7105,4762,1402,6164,941,13,84.74,90.09
2307908,2023,3512,2552,536,3088,424,1428,87.6,91.22
2308005,2023,9441,5983,1940,7923,1518,48,83.22,89.49
2308104,2023,10043,6942,1645,8587,1456,245,75.48,82.83
2308203,2023,3485,1970,778,2748,737,355,76.96,86.3
2308302,2023,7529,5052,1198,6250,1279,412,81.8,91.18
2308351,2023,3772,2774,322,3096,676,146,75.94,89.68
2308377,2023,4556,3562,322,3884,672,54,87.95,93.05
2308401,2023,9879,6573,1625,8198,1681,53,83.57,88.58
2308500,2023,10031,7011,1589,8600,1431,1808,81.18,90.04
2308609,2023,6588,5166,374,5540,1048,2207,81.79,89.99
2308708,2023,18372,13278,1954,15232,3140,853,80.38,88.48
2308807,2023,2009,1500,306,1806,203,1254,83.11,89.05
2308906,2023,4716,3099,977,4076,640,5,82.38,86.42
2309003,2023,3707,2232,678,2910,797,2,88.26,92.03
2309102,2023,3460,2448,324,2772,688,1080,81.12,89.44
2309201,2023,4933,3045,740,3785,1148,670,84.55,90.63
2309300,2023,6489,4005,1168,5173,1316,9,76.01,84.3
2309409,2023,7944,6133,774,6907,1037,257,77.01,86.57
