nome_antigo,nome_novo,dimensao,motivo,data,acao,versao_remocao
proporcao_votos_nulos_prefeito_pct,tse_votos_nulos_prefeito_pct,16_eleicoes,"[auditoria 26/07/2026, achado 102] Idem, e era a unica coluna da dimensao sem prefixo de fonte.",2026-07-26,renomear,dados-v1.0.0
sigla_partido_prefeito_eleito,sigla_partido_prefeito_eleito_cat,16_eleicoes,"[auditoria 26/07/2026, achado 102] Categorica declarada com escala 'categorica' e sem o sufixo _cat, enquanto quatro irmas declaradas 'categoria' o tem. O dicionario usava duas grafias do mesmo valor e a harmonizacao casou so uma.",2026-07-26,renomear,dados-v1.0.0
sigla_partido_governador_segundo_colocado,sigla_partido_governador_segundo_colocado_cat,16_eleicoes,"[auditoria 26/07/2026, achado 102] Idem.",2026-07-26,renomear,dados-v1.0.0
nome_urna_prefeito_eleito,nome_urna_prefeito_eleito_cat,16_eleicoes,"[auditoria 26/07/2026, achado 102] Idem.",2026-07-26,renomear,dados-v1.0.0
nome_urna_governador_eleito,nome_urna_governador_eleito_cat,16_eleicoes,"[auditoria 26/07/2026, achado 102] Idem.",2026-07-26,renomear,dados-v1.0.0
nome_urna_governador_segundo_lugar,nome_urna_governador_segundo_lugar_cat,16_eleicoes,"[auditoria 26/07/2026, achado 102] Idem.",2026-07-26,renomear,dados-v1.0.0
total_violacoes_lgbtq,disque100_violacoes_lgbtq_i,01_assistencia_social_dh,"[registrado retroativamente em 26/07/2026, auditoria achado 76] Prefixo generico total_ banido, e sem prefixo de fonte nem sufixo de contagem",2026-07-26,renomear,dados-v1.0.0
total_violacoes_pcd,disque100_violacoes_pcd_i,01_assistencia_social_dh,"[registrado retroativamente em 26/07/2026, auditoria achado 76] Prefixo generico total_ banido, e sem prefixo de fonte nem sufixo de contagem",2026-07-26,renomear,dados-v1.0.0
total_violacoes_pessoa_idosa,disque100_violacoes_pessoa_idosa_i,01_assistencia_social_dh,"[registrado retroativamente em 26/07/2026, auditoria achado 76] Prefixo generico total_ banido, e sem prefixo de fonte nem sufixo de contagem",2026-07-26,renomear,dados-v1.0.0
total_violacoes_religiao,disque100_violacoes_religiao_i,01_assistencia_social_dh,"[registrado retroativamente em 26/07/2026, auditoria achado 76] Prefixo generico total_ banido, e sem prefixo de fonte nem sufixo de contagem",2026-07-26,renomear,dados-v1.0.0
cadun_taxa_atualizacao_cadastral_d,cadun_taxa_atualizacao_cadastral_pct,01_assistencia_social_dh,"[registrado retroativamente em 26/07/2026, auditoria achado 76] Sufixo _d nao pertence ao vocabulario fechado; a coluna e percentual",2026-07-26,renomear,dados-v1.0.0
cadun_taxa_atualizacao_cadastral_rfpc_ate_meio_sm_d,cadun_taxa_atualizacao_cadastral_rfpc_ate_meio_sm_pct,01_assistencia_social_dh,"[registrado retroativamente em 26/07/2026, auditoria achado 76] Sufixo _d nao pertence ao vocabulario fechado; a coluna e percentual",2026-07-26,renomear,dados-v1.0.0
margem_pct,margem_prop,16_eleicoes,"[registrado retroativamente em 26/07/2026, auditoria achado 76] Sufixo _pct sobre valores de 0 a 1: era proporcao com o sufixo trocado",2026-07-26,renomear,dados-v1.0.0
anatel_bl_densidade_sobre_capital_uf_prop,anatel_bl_densidade_sobre_capital_uf_razao,08_energia_internet,"Segundo renomeio, que nunca foi registrado: este nome foi o destino de um renomeio anterior e depois mudou outra vez, deixando a cadeia quebrada — quem procurasse o nome antigo caia num nome que nao existe em coluna nenhuma. Registrado em 26/07/2026, achado 76 da auditoria.",2026-07-26,renomear,dados-v2.0.0
anatel_tm_densidade_sobre_capital_uf_prop,anatel_tm_densidade_sobre_capital_uf_razao,08_energia_internet,"Segundo renomeio, que nunca foi registrado: este nome foi o destino de um renomeio anterior e depois mudou outra vez, deixando a cadeia quebrada — quem procurasse o nome antigo caia num nome que nao existe em coluna nenhuma. Registrado em 26/07/2026, achado 76 da auditoria.",2026-07-26,renomear,dados-v2.0.0
area_desmatada_sobre_area_municipio_prop,area_desmatada_sobre_area_municipio_razao,03_meio_ambiente,"Segundo renomeio, que nunca foi registrado: este nome foi o destino de um renomeio anterior e depois mudou outra vez, deixando a cadeia quebrada — quem procurasse o nome antigo caia num nome que nao existe em coluna nenhuma. Registrado em 26/07/2026, achado 76 da auditoria.",2026-07-26,renomear,dados-v2.0.0
centroide_wkt_sirgas2000,centroide_wkt,00_diretorios,"Segundo renomeio, que nunca foi registrado: este nome foi o destino de um renomeio anterior e depois mudou outra vez, deixando a cadeia quebrada — quem procurasse o nome antigo caia num nome que nao existe em coluna nenhuma. Registrado em 26/07/2026, achado 76 da auditoria.",2026-07-26,renomear,dados-v2.0.0
disque100_denuncias_crianca_adolescente_i,disque100_violacoes_crianca_adolescente_i,01_assistencia_social_dh,"Segundo renomeio, que nunca foi registrado: este nome foi o destino de um renomeio anterior e depois mudou outra vez, deixando a cadeia quebrada — quem procurasse o nome antigo caia num nome que nao existe em coluna nenhuma. Registrado em 26/07/2026, achado 76 da auditoria.",2026-07-26,renomear,dados-v2.0.0
disque100_denuncias_violacoes_i,disque100_violacoes_i,01_assistencia_social_dh,"Segundo renomeio, que nunca foi registrado: este nome foi o destino de um renomeio anterior e depois mudou outra vez, deixando a cadeia quebrada — quem procurasse o nome antigo caia num nome que nao existe em coluna nenhuma. Registrado em 26/07/2026, achado 76 da auditoria.",2026-07-26,renomear,dados-v2.0.0
fbsp_mortes_intervencao_policial_sobre_mvi_prop,fbsp_mortes_intervencao_policial_sobre_mvi_razao,13_seguranca,"Segundo renomeio, que nunca foi registrado: este nome foi o destino de um renomeio anterior e depois mudou outra vez, deixando a cadeia quebrada — quem procurasse o nome antigo caia num nome que nao existe em coluna nenhuma. Registrado em 26/07/2026, achado 76 da auditoria.",2026-07-26,renomear,dados-v2.0.0
